site,plot,su,sub,treat,rip,fence,Transdepth,comb2,comb2.short,comb3,comb3.short,sum1m2,TST,longevity,native,woody
ForNW,DUFT,ForNW.DUFT.a1,a1,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.a2,a2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.a1,a1,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.a2,a2,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.b2,b2,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.b3,b3,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.c2,c2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.d2,d2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.c2,c2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.d2,d2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.a1,a1,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.a2,a2,smoke.plastic,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.a1,a1,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.a1,a1,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.a2,a2,smoke.plastic,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.a1,a1,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFT,ForSW.DUFT.a2,a2,smoke.plastic,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.a1,a1,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSW,SUFT,ForSW.SUFT.a2,a2,smoke.plastic,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
