site,plot,su,sub,treat,rip,fence,Transdepth,comb2,comb2.short,comb3,comb3.short,sum1m2,TST,longevity,native,woody
AnkW,SUOC,AnkW.SUOC.b5,b5,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
AnkW,SUOC,AnkW.SUOC.b6,b6,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.a1,a1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.a2,a2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.a3,a3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.b2,b2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFC,ForNW.DRFC.b3,b3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.d1,d1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.d2,d2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DRFT,ForNW.DRFT.d3,d3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a1,a1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a2,a2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a3,a3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a4,a4,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a5,a5,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a6,a6,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a7,a7,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.a8,a8,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.b1,b1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.b2,b2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.b3,b3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DROC,ForNW.DROC.b4,b4,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.a2,a2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.a3,a3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.a4,a4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.b2,b2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFC,ForNW.DUFC.b4,b4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.d1,d1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.d2,d2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.d3,d3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,DUFT,ForNW.DUFT.d4,d4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.a1,a1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.a2,a2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.a3,a3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.a4,a4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.b1,b1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.b2,b2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.b3,b3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFC,ForNW.SRFC.b4,b4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.d1,d1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SRFT,ForNW.SRFT.d3,d3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a1,a1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a2,a2,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a3,a3,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a4,a4,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a5,a5,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a6,a6,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a7,a7,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.a8,a8,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.b1,b1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.b2,b2,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.b3,b3,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SROC,ForNW.SROC.b4,b4,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.a2,a2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.a3,a3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.b2,b2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.b3,b3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFC,ForNW.SUFC.b4,b4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.a4,a4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.a5,a5,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUFT,ForNW.SUFT.a6,a6,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.a1,a1,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.a2,a2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.a3,a3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.a4,a4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.b2,b2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.b3,b3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.b4,b4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.c2,c2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.c3,c3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForNW,SUOC,ForNW.SUOC.c4,c4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.a1,a1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.a2,a2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.b1,b1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.b2,b2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.c1,c1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.c2,c2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.d1,d1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.d2,d2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFC,ForSE.DRFC.h2,h2,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.b3,b3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.c3,c3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DRFT,ForSE.DRFT.d3,d3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSE,DROC,ForSE.DROC.c1,c1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSE,DROC,ForSE.DROC.c2,c2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSE,DROC,ForSE.DROC.c3,c3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSE,DROC,ForSE.DROC.d1,d1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSE,DROC,ForSE.DROC.d2,d2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.a3,a3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.b2,b2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.c2,c2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.d3,d3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFC,ForSE.DUFC.f1,f1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.b1,b1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.c1,c1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUFT,ForSE.DUFT.d1,d1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.a1,a1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.a2,a2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.a3,a3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.b1,b1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.b2,b2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.b3,b3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.c1,c1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.c2,c2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.c3,c3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.d1,d1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.d2,d2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,DUOC,ForSE.DUOC.d3,d3,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.a1,a1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.a2,a2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.a3,a3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.a4,a4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.b1,b1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.b2,b2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.b3,b3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.b4,b4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.c2,c2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.c3,c3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFC,ForSE.SRFC.c4,c4,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.d1,d1,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.d2,d2,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SRFT,ForSE.SRFT.d3,d3,control,ripped,fenced,shallow,shallow.ripped,SR,shallow.ripped.fenced,SRF,0,2,perennial,native,yes
ForSE,SROC,ForSE.SROC.a1,a1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSE,SROC,ForSE.SROC.b1,b1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSE,SROC,ForSE.SROC.g1,g1,control,ripped,open,shallow,shallow.ripped,SR,shallow.ripped.open,SRO,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.a1,a1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.a2,a2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.a3,a3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.b1,b1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.b2,b2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.b3,b3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.c1,c1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.c3,c3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.d1,d1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFC,ForSE.SUFC.d2,d2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.d1,d1,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.d2,d2,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.d3,d3,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUFT,ForSE.SUFT.d4,d4,control,unripped,fenced,shallow,shallow.unripped,SU,shallow.unripped.fenced,SUF,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.a1,a1,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.a2,a2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.a3,a3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.a4,a4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.b1,b1,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.b2,b2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.b3,b3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.b4,b4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.c1,c1,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.c2,c2,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.c3,c3,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSE,SUOC,ForSE.SUOC.c4,c4,control,unripped,open,shallow,shallow.unripped,SU,shallow.unripped.open,SUO,0,2,perennial,native,yes
ForSW,DRFC,ForSW.DRFC.a3,a3,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFC,ForSW.DRFC.a5,a5,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFC,ForSW.DRFC.b4,b4,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFC,ForSW.DRFC.b5,b5,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DRFT,ForSW.DRFT.c1,c1,control,ripped,fenced,deep,deep.ripped,DR,deep.ripped.fenced,DRF,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.a2,a2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.a3,a3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.b1,b1,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.b2,b2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.d2,d2,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DROC,ForSW.DROC.d3,d3,control,ripped,open,deep,deep.ripped,DR,deep.ripped.open,DRO,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.a1,a1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.a2,a2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.a3,a3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.b3,b3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.b4,b4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.c1,c1,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.c2,c2,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.c3,c3,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUFC,ForSW.DUFC.c4,c4,control,unripped,fenced,deep,deep.unripped,DU,deep.unripped.fenced,DUF,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.a1,a1,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.a2,a2,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
ForSW,DUOC,ForSW.DUOC.a4,a4,control,unripped,open,deep,deep.unripped,DU,deep.unripped.open,DUO,0,2,perennial,native,yes
